iter	Logloss
212	0.1576815363
213	0.1570894838
214	0.1561999884
215	0.1558771953
216	0.1550970685
217	0.1542551556
218	0.1531924918
219	0.1527530513
220	0.1523119376
221	0.1513007149
222	0.1498655271
223	0.1496553412
224	0.1492008294
225	0.148299845
226	0.1474280979
227	0.1470593893
228	0.1464740014
229	0.1462135731
230	0.1455614153
231	0.1448739707
232	0.1446169002
233	0.1439564106
234	0.1435185289
235	0.1430616185
236	0.1426613411
237	0.141986313
238	0.1417667313
239	0.1414287655
240	0.1405496173
241	0.1403944436
242	0.1399146671
243	0.1395029505
244	0.1389187707
245	0.1382683478
246	0.1373827277
247	0.136820337
248	0.1362854018
249	0.1357246756
250	0.1344828573
251	0.1342826264
252	0.1341826113
253	0.1335649292
254	0.1333189851
255	0.1322599184
256	0.1317849223
257	0.1315297239
258	0.1312725181
259	0.1310554192
260	0.1303746249
261	0.1298749091
262	0.1294062732
263	0.1289063582
264	0.1281541666
265	0.1273121453
266	0.1270512584
267	0.1258769584
268	0.1255534295
269	0.1250313716
270	0.1247364162
271	0.1241251577
272	0.1238681542
273	0.1235891143
274	0.1231167807
275	0.1228862918
276	0.1225334763
277	0.1223430813
278	0.1217353632
279	0.1213489884
280	0.1207813163
281	0.120333027
282	0.1198331898
283	0.1195913426
284	0.1186959951
285	0.1184574532
286	0.1181376044
287	0.1174901427
288	0.1169566511
289	0.1160898908
290	0.1154948558
291	0.1152877859
292	0.1149242851
293	0.1143590443
294	0.1141379318
295	0.1135686593
296	0.1133953253
297	0.1131369101
298	0.1128570847
299	0.1124311211
300	0.1122303788
301	0.1114661673
302	0.1107931155
303	0.1104408107
304	0.110101018
305	0.1098910464
306	0.1092398878
307	0.1091585798
308	0.1090975292
309	0.1088562446
310	0.1084989184
311	0.1078881546
312	0.1073758873
313	0.1067146062
314	0.1065386809
315	0.1060936345
316	0.1057184059
317	0.1052801643
318	0.1049493816
319	0.1043736001
320	0.103640707
321	0.1033982281
322	0.1031584539
323	0.1028727549
324	0.1023245883
325	0.102149316
326	0.1017829966
327	0.1015106493
328	0.1010547619
329	0.1003678955
330	0.1001687904
331	0.09967673427
332	0.0995179715
333	0.09938712473
334	0.09855822485
335	0.09782178844
336	0.09742168674
337	0.09681508481
338	0.09625563892
339	0.095665192
340	0.09548640352
341	0.09521288808
342	0.09497952295
343	0.09458513206
344	0.09434734257
345	0.09411337773
346	0.09391790853
347	0.09334186545
348	0.09294639364
349	0.09226391775
350	0.09184022234
351	0.09111241654
352	0.09087181311
353	0.09045406227
354	0.09009298042
355	0.08959937738
356	0.08925673879
357	0.08906195193
358	0.0888952525
359	0.08852071821
360	0.08832252822
361	0.08815433612
362	0.08798224425
363	0.0877548021
364	0.08730041181
365	0.0871085306
366	0.0870396836
367	0.08696202432
368	0.08682377692
369	0.08647678226
370	0.08630724154
371	0.08623206849
372	0.08604588343
373	0.08587985721
374	0.08550045689
375	0.08527531607
376	0.08478118675
377	0.08463700192
378	0.08446552528
379	0.08419070807
380	0.08395029577
381	0.08354401562
382	0.08337804679
383	0.08306480319
384	0.08282842898
385	0.08272961561
386	0.08230954382
387	0.08175801781
388	0.0814028712
389	0.08120825233
390	0.08083581256
391	0.08075870501
392	0.08031120806
393	0.0802115368
394	0.07996414469
395	0.0797447339
396	0.07950940435
397	0.07944506338
398	0.07928668055
399	0.0792067477
400	0.07881099464
401	0.07869785899
402	0.07844290282
403	0.07811276514
404	0.07779408279
405	0.07754742241
406	0.0772274543
407	0.07672107429
408	0.07637659381
409	0.07629439255
410	0.07598050438
411	0.0753211191
412	0.07503682336
413	0.07486251
414	0.07476005379
415	0.07467204228
416	0.07439932739
417	0.07417863238
418	0.07403030409
419	0.07390668952
420	0.0737751868
421	0.0735654111
422	0.07341714218
423	0.07318336361
424	0.07302699708
425	0.07284163568
426	0.07256306454
427	0.07233674867
428	0.07207514522
429	0.07188627822
430	0.0716238021
431	0.07143331898
432	0.07131577199
433	0.07110283389
434	0.07093293712
435	0.0708113407
436	0.07068641095
437	0.07042889852
438	0.0703677019
439	0.0701843428
440	0.07002025012
441	0.06987389875
442	0.06973884016
443	0.06968045362
444	0.06944784121
445	0.06932873374
446	0.06891751712
447	0.06884339021
448	0.06869964987
449	0.06855101843
450	0.0683976812
451	0.06801241283
452	0.06757056061
453	0.06745968855
454	0.06739260825
455	0.06697949449
456	0.06655205349
457	0.06622450477
458	0.06612062834
459	0.06593159554
460	0.06581173781
461	0.06575302058
462	0.06566163399
463	0.06551954426
464	0.06541813582
465	0.06520966696
466	0.06496275291
467	0.06472593512
468	0.0642627729
469	0.06416483534
470	0.06387330661
471	0.06378733402
472	0.06346942311
473	0.06329798896
474	0.06314433113
475	0.06305871104
476	0.06277364183
477	0.06266950686
478	0.06227670691
479	0.06204063286
480	0.06168387431
481	0.06152677567
482	0.06137248353
483	0.0612155295
484	0.06105663864
485	0.06086142579
486	0.0607586598
487	0.06055816239
488	0.06051675733
489	0.0603995915
490	0.0603291153
491	0.06022532106
492	0.06017013252
493	0.05981819834
494	0.05959863013
495	0.0595275276
496	0.05942488202
497	0.05934608784
498	0.05918742768
499	0.05878914415
500	0.05866156831
501	0.05836414264
502	0.05828088205
503	0.05815985574
504	0.05811079582
505	0.05787851671
506	0.05767011132
507	0.05759343933
508	0.05724580493
509	0.05712488359
510	0.05701841284
511	0.05690216318
512	0.05672149699
513	0.05658999949
514	0.05641339207
515	0.05629648552
516	0.05615857992
517	0.05594845134
518	0.05559760482
519	0.05544524542
520	0.05528177447
521	0.05514322951
522	0.05511076557
523	0.0549208324
524	0.0548772392
525	0.05465059602
526	0.05451204219
527	0.05440205405
528	0.05429971543
529	0.0541678514
530	0.05409926815
531	0.05399222053
532	0.05368550349
533	0.05360139196
534	0.05354553875
535	0.05340525207
536	0.05326024726
537	0.05318516286
538	0.05304514121
539	0.05290150387
540	0.05279758464
541	0.05252736577
542	0.05238398514
543	0.05211636546
544	0.05184956127
545	0.05173429665
546	0.05163209742
547	0.05159239824
548	0.05151361623
549	0.05140652884
550	0.05135929381
551	0.05130883907
552	0.05127242147
553	0.05115722214
554	0.05113594954
555	0.05100851168
556	0.05092944988
557	0.05085678784
558	0.05079511635
559	0.05071962255
560	0.05053521268
561	0.05045849252
562	0.05018969772
563	0.05000604313
564	0.04985413175
565	0.049806531
566	0.04975381703
567	0.04963078122
568	0.04951931453
569	0.04943538232
570	0.04940090018
571	0.04923092147
572	0.04912693775
573	0.0490273493
574	0.0488776394
575	0.0486152815
576	0.04841580929
577	0.04838150102
578	0.04833822267
579	0.04820962769
580	0.04800074306
581	0.04796915955
582	0.04795345362
583	0.04787734215
584	0.04775783842
585	0.04753876221
586	0.0473243763
587	0.04713779031
588	0.04692936956
589	0.04673508074
590	0.04649367611
591	0.04633278569
592	0.04596742881
593	0.04576393088
594	0.04568235236
595	0.04548413836
596	0.04539633473
597	0.04515419955
598	0.04492476884
599	0.04471583889
600	0.0444093447
601	0.04429750766
602	0.04411090323
603	0.0439304993
604	0.04387121061
605	0.04381193144
606	0.04376323693
607	0.04367026547
608	0.04360597973
609	0.04353318354
610	0.04345717799
611	0.04338492382
612	0.04328507228
613	0.04316182671
614	0.0430430118
615	0.04294704334
616	0.04289608054
617	0.04283411289
618	0.04278511537
619	0.04263625962
620	0.04245411399
621	0.04238287204
622	0.04233039386
623	0.04230941266
624	0.04225082026
625	0.04221802484
626	0.04204066836
627	0.04189767222
628	0.04168093154
629	0.04154827244
630	0.04147451247
631	0.04143829368
632	0.04132231926
633	0.04117778504
634	0.0409669033
635	0.04078273818
636	0.04071232648
637	0.04067970126
638	0.04055917963
639	0.04048899949
640	0.04033755477
641	0.04016575853
642	0.04005162538
643	0.04002170036
644	0.03988868005
645	0.03972509117
646	0.03959320485
647	0.03947326362
648	0.0393385273
649	0.03921168944
650	0.03915105552
651	0.03905561356
652	0.03894091657
653	0.0388073334
654	0.03867866548
655	0.0385484336
656	0.03843543116
657	0.03833158491
658	0.03829557585
659	0.03825005668
660	0.03817760917
661	0.03813829775
662	0.03803744959
663	0.03795927318
664	0.0378942003
665	0.03786352021
666	0.03779776282
667	0.03771086008
668	0.03756130508
669	0.03753065623
670	0.03748259473
671	0.03740116733
672	0.03732168116
673	0.03720193327
674	0.03715016768
675	0.03705558089
676	0.03701854485
677	0.03694688054
678	0.03684851795
679	0.03674417708
680	0.03663158677
681	0.03660562275
682	0.03652248725
683	0.03644382864
684	0.03643612245
685	0.03633200054
686	0.03626070408
687	0.03617380733
688	0.03609214756
689	0.03602394754
690	0.03592404107
691	0.03586451962
692	0.03583725788
693	0.03579871322
694	0.03578092998
695	0.03570776734
696	0.03557665302
697	0.03554247326
698	0.03548213436
699	0.03538546095
700	0.03530405801
701	0.03527389593
702	0.03517562132
703	0.03512826748
704	0.03496976599
705	0.03488808741
706	0.03482092886
707	0.03470685012
708	0.03469473531
709	0.03464265983
710	0.0345989748
711	0.03458553574
712	0.03452458913
713	0.03448828655
714	0.03436966699
715	0.03428908316
716	0.03426361677
717	0.03413881812
718	0.03410081371
719	0.03401445599
720	0.03396501607
721	0.03387509127
722	0.03381364235
723	0.03374236359
724	0.0336407291
725	0.03357456183
726	0.03350919064
727	0.03349108293
728	0.03339537451
729	0.03326361571
730	0.03318313901
731	0.03309843588
732	0.03296128089
733	0.03290445451
734	0.03282679178
735	0.03278947703
736	0.03274669199
737	0.03272902459
738	0.03264077108
739	0.03257658721
740	0.03253197848
741	0.03250837213
742	0.03248404273
743	0.03241839367
744	0.03240342694
745	0.03234094692
746	0.03227773259
747	0.03218765724
748	0.03217581986
749	0.03213332363
750	0.03207758994
751	0.03204338476
752	0.03198080276
753	0.0318967446
754	0.03180551951
755	0.03174835914
756	0.03173475372
757	0.03169703018
758	0.0316499682
759	0.03163921519
760	0.03158222193
761	0.03149981811
762	0.03145168799
763	0.03143007589
764	0.03126260218
765	0.03120459937
766	0.03111692817
767	0.03107828178
768	0.03096567217
769	0.03092622395
770	0.03082934916
771	0.03075773386
772	0.03070625313
773	0.03062890804
774	0.03052984245
775	0.03049468798
776	0.03041483204
777	0.03040848555
778	0.03035527895
779	0.03026727519
780	0.03012217508
781	0.03009461069
782	0.03007209463
783	0.03006735885
784	0.03003985807
785	0.03003557149
786	0.02997822266
787	0.02987243121
788	0.02974785807
789	0.02973757868
790	0.02968776995
791	0.02961459378
792	0.02953178591
793	0.02942065378
794	0.02936959059
795	0.02933290241
796	0.02923745832
797	0.02918596057
798	0.02913310283
799	0.02905421682
800	0.02892949814
801	0.02891820392
802	0.02883733526
803	0.02875156525
804	0.02872191525
805	0.02863933996
806	0.02859786383
807	0.02851061431
808	0.02845563867
809	0.02840996667
810	0.02833098691
811	0.028290518
812	0.02817949317
813	0.02809449712
814	0.02805542614
815	0.02803196524
816	0.02798752954
817	0.02795679958
818	0.02793826767
819	0.02788894695
820	0.02779665548
821	0.02775595273
822	0.02769019205
823	0.02765716993
824	0.02761389569
825	0.02753987255
826	0.02752808796
827	0.02749964606
828	0.02739580033
829	0.02738479406
830	0.02735889159
831	0.02729525214
832	0.02727436521
833	0.02725309962
834	0.02723622626
835	0.02717687606
836	0.02716142806
837	0.02712449205
838	0.02702187057
839	0.02695840457
840	0.02692977655
841	0.02690669893
842	0.02688894556
843	0.02686737458
844	0.02684144819
845	0.02678712462
846	0.02672871545
847	0.02669914541
848	0.02667033086
849	0.02659776848
850	0.02653070293
851	0.02643506806
852	0.02637931444
853	0.02636897038
854	0.02630741178
855	0.02626927273
856	0.02618637707
857	0.02614615663
858	0.02611345379
859	0.02609988228
860	0.02606661615
861	0.02603472154
862	0.02597085067
863	0.02589955703
864	0.02586041509
865	0.0258336095
866	0.0257959505
867	0.02577690458
868	0.02570912356
869	0.02566866446
870	0.02564977816
871	0.02561913413
872	0.02559009822
873	0.02554208306
874	0.02541623068
875	0.02538454205
876	0.02529857634
877	0.02526976028
878	0.02524516593
879	0.02514077154
880	0.02511207675
881	0.0250990258
882	0.02508335471
883	0.02507510461
884	0.02504818237
885	0.02502629385
886	0.02500017461
887	0.02499263874
888	0.02495985081
889	0.02492688101
890	0.02490175172
891	0.02484027594
892	0.02476123508
893	0.02473774174
894	0.02468691797
895	0.0246789878
896	0.02465715056
897	0.02458394363
898	0.02455855154
899	0.02450283668
900	0.02446371545
901	0.02441832137
902	0.02434826106
903	0.02429678758
904	0.024237788
905	0.02420772945
906	0.02419292977
907	0.02415334559
908	0.02411681812
909	0.02408828242
910	0.02404798396
911	0.02404089498
912	0.02399632551
913	0.0239872033
914	0.02395900029
915	0.02383839441
916	0.02368975871
917	0.02367701048
918	0.02362409712
919	0.02346726974
920	0.02340853539
921	0.02339410935
922	0.02338513037
923	0.02323801517
924	0.02318991917
925	0.02315417818
926	0.02312250087
927	0.02299494247
928	0.02293235903
929	0.02286761873
930	0.02283654488
931	0.0227086726
932	0.02268008632
933	0.0225571364
934	0.02252797922
935	0.02249274763
936	0.02243805028
937	0.0224135437
938	0.0223766717
939	0.02236319232
940	0.02231436072
941	0.02225689451
942	0.02222852503
943	0.02218354427
944	0.02213460257
945	0.02210626866
946	0.02206239518
947	0.0219862543
948	0.02194649385
949	0.02190634451
950	0.02190023368
951	0.0218570005
952	0.02177563966
953	0.02175742617
954	0.02171511856
955	0.02170063437
956	0.0216475397
957	0.02164012522
958	0.02162509225
959	0.02152746531
960	0.02147914691
961	0.02146375648
962	0.02142363963
963	0.02138449681
964	0.02135401996
965	0.02131994529
966	0.02131541967
967	0.02129529215
968	0.02126346711
969	0.0212305794
970	0.02118628084
971	0.02109570958
972	0.02098724584
973	0.02093010544
974	0.02090001181
975	0.02086341633
976	0.02085899328
977	0.02083400753
978	0.02077633514
979	0.02075014935
980	0.02073635003
981	0.02072519964
982	0.02068808264
983	0.02066569587
984	0.02063222418
985	0.02061707719
986	0.02059042614
987	0.0205257446
988	0.02050664786
989	0.02048127948
990	0.02044884916
991	0.02042247663
992	0.02040571664
993	0.02039279796
994	0.0203599924
995	0.02033273814
996	0.02031366076
997	0.02027339372
998	0.02022872734
999	0.02018385149
